"","PROJECT_NUMBER","NEPA_NAME","REGION","NEPA_STATUS","INIT_DATE","DECISION_DATE","NEPA_TYPE","APPEALED","LITIGATED","ELAPSED_DAYS","DECISION_LEVEL","plan.date.min","plan.date.max","comp.date.min","comp.date.max","num.units.plan","num.units.comp","med.time.lag","th","hf","rf","tsi","completed","act.count","proj.dur.plan","proj.dur.comp","proj.delay","COMPLETED","INITIATED","max_date","max.delay","YP","size"
"3139",50391,"Popple Aspen Restoration Project","6","Complete","10/14/16","5/4/17","CE","0","0",202,"Ranger District/Mgt Unit","2017-10-31","2018-09-01",NA,NA,71,0,NA,0,1,0,0,0,7,306,NA,426,0,0,"2018-12-31",426,2017,"small"
"3140",34835,"Radar Commercial Thin","6","Complete","1/27/11","6/30/11","CE","0","0",154,"Ranger District/Mgt Unit","2011-06-30","2011-06-30","2011-08-30","2011-08-30",136,136,61,0.5,0.5,0,0,1,2,1,1,61,1,1,"2018-12-31",2741,2011,"small"
"3141",26500,"Indian Creek Fuels Reduction","6","Complete","9/22/08","12/9/09","CE","0","0",443,"Ranger District/Mgt Unit","2010-08-15","2012-10-15","2010-09-15","2012-10-17",90,90,31,0,1,0,0,1,3,793,764,31,1,1,"2018-12-31",3060,2010,"small"
"3142",23425,"Gulliford Underburn CE","6","Complete","5/21/09","7/2/09","CE","0","0",42,"Ranger District/Mgt Unit","2009-07-02","2014-10-01","2010-09-15",NA,8021,4011,0,0,1,0,0,0.666666666666667,6,1918,NA,440,0,1,"2018-12-31",3469,2009,"x-large"
"3143",16248,"Small Fry Timber Sale","6","Complete","9/12/06","12/20/06","CE","0","0",99,"Ranger District/Mgt Unit","2009-09-15","2012-04-02","2010-09-01","2012-05-18",159,159,351,0.333333333333333,0.666666666666667,0,0,1,9,931,626,351,1,1,"2018-12-31",3394,2009,"small"
"3144",35260,"NFJD FY11 Non-commercial Thinning","6","Complete","2/24/11","8/5/11","CE","0","0",162,"Ranger District/Mgt Unit","2011-08-05","2014-10-01","2011-08-31","2014-11-21",2221,2223,407,0,0.7,0,0.3,1,80,1154,1179,26,1,1,"2018-12-31",2705,2011,"large"
"3145",23888,"Non-Commercial Thinning Project","6","Complete","3/24/08","6/9/08","CE","0","0",77,"Ranger District/Mgt Unit","2008-12-01","2012-10-01","2009-07-17",NA,2640,2620,297,0.0309278350515464,0.402061855670103,0,0.56701030927835,0.865979381443299,97,1401,NA,228,0,1,"2018-12-31",3682,2008,"large"
"3146",21229,"East Side Prescribed Fire","6","Complete","2/28/08","6/26/08","CE","0","0",119,"Ranger District/Mgt Unit","2014-10-01","2018-09-01","2014-12-15","2018-11-06",6162,3487,83,0,0.75,0,0.25,1,8,1432,1423,75,1,1,"2018-12-31",1552,2014,"x-large"
"3147",37544,"Groschen Cabin Commercial Thin","6","Complete","12/5/11","7/24/12","CE","0","0",232,"Ranger District/Mgt Unit","2012-08-01","2015-09-01","2012-10-15",NA,330,264,44.5,0.2,0.6,0,0.2,0.8,5,1127,NA,75,0,1,"2018-12-31",2343,2012,"medium"
"3148",40782,"Pomeroy Non-commercial Thinning Project","6","Complete","8/8/13","11/11/13","CE","0","0",95,"Ranger District/Mgt Unit","2015-05-01","2015-05-01","2015-10-20","2015-10-20",106,106,172,0,0.5,0,0.5,1,6,1,1,172,1,1,"2018-12-31",1340,2015,"small"
"3149",14228,"School Fire Reforestation Project","6","Complete","4/20/06","5/23/06","CE","0","1",33,"Ranger District/Mgt Unit","2006-04-05","2013-08-08","2006-05-26","2013-08-16",5764,4445,47.5,0,0,1,0,1,46,2683,2640,51,1,1,"2018-12-31",4653,2006,"x-large"
"3150",50952,"Morphine Burn Reforestation Project","6","Complete","12/5/16","3/31/17","CE","0","0",116,"Ranger District/Mgt Unit","2017-03-30","2017-03-30","2017-04-18","2017-04-21",88,88,19,0,0,1,0,1,3,1,4,19,1,1,"2018-12-31",641,2017,"small"
"3151",50799,"Turner Basin Fire Restoration","6","Complete","12/1/16","4/20/17","CE","0","0",140,"Ranger District/Mgt Unit","2018-03-19","2018-03-19","2018-04-23","2018-04-23",82,82,35,0,0,1,0,1,1,1,1,35,1,1,"2018-12-31",287,2018,"small"
"3152",31932,"2010 Non Commercial Thinning","6","Complete","4/15/10","6/24/10","CE","0","0",70,"Ranger District/Mgt Unit","2010-06-30","2017-06-01","2010-09-07",NA,2345,2066,72,0,0.617647058823529,0,0.382352941176471,0.705882352941177,68,2529,NA,69,0,1,"2018-12-31",3106,2010,"large"
"3153",33098,"Spruce Salvage","6","Complete","7/15/10","1/3/11","CE","0","0",172,"Ranger District/Mgt Unit","2011-06-23","2012-10-15","2011-12-01","2012-11-15",924,924,111,0.25,0.75,0,0,1,36,481,351,161,1,1,"2018-12-31",2748,2011,"large"
"3154",38196,"McMurdo Cabin Commercial Thin","6","Complete","2/7/12","7/24/12","CE","0","0",168,"Ranger District/Mgt Unit","2012-08-01","2013-09-01","2012-08-01","2013-09-15",256,256,7,0.25,0.5,0,0.25,1,4,397,411,0,1,1,"2018-12-31",2343,2012,"medium"
"3155",19483,"Teal Fire Salvage Recovery Project","6","Complete","2/20/07","6/11/07","CE","0","0",111,"Ranger District/Mgt Unit","2007-07-14","2011-05-15","2007-07-23","2012-11-15",869,864,30,0.3,0.4,0.3,0,1,30,1402,1943,9,1,1,"2018-12-31",4188,2007,"large"
"3156",29678,"Cobbler II Timber Sale and Fuels Reduction Project - Revised from an EA to an EIS","6","Cancelled","11/20/09","10/8/10","EIS","1","0",322,"Ranger District/Mgt Unit","2018-10-02","2018-10-02",NA,NA,19,0,NA,0,1,0,0,0,1,1,NA,90,0,0,"2018-12-31",90,2018,"small"
"3157",38275,"Boe Vegetation Management Project","6","Complete","3/19/12","11/28/12","CE","0","0",254,"Ranger District/Mgt Unit","2013-06-18","2017-09-29","2013-11-13",NA,365,298,111,0.166666666666667,0.666666666666667,0,0.166666666666667,0.833333333333333,6,1565,NA,148,0,1,"2018-12-31",2022,2013,"medium"
"3158",29196,"NFJD District Campground Upgrades","6","Complete","7/1/09","12/14/09","CE","0","0",166,"Ranger District/Mgt Unit","2011-08-01","2011-08-01",NA,NA,42,0,NA,0,1,0,0,0,2,1,NA,2709,0,0,"2018-12-31",2709,2011,"small"
"3159",24433,"Sharp's Ridge, Sugarbowl, and Otter Creek Fires Reforestation Project","6","Complete","3/1/08","3/28/08","CE","0","0",27,"Ranger District/Mgt Unit","2008-04-07","2016-03-15","2008-05-17","2016-04-19",2492,2487,41,0,0,1,0,1,25,2900,2895,40,1,1,"2018-12-31",3920,2008,"large"
"3160",41431,"Non-commercial Thinning Project","6","Complete","8/8/13","11/11/13","CE","0","0",95,"Ranger District/Mgt Unit","2015-04-01","2017-11-01","2015-10-20",NA,1542,1506,172,0,0.507246376811594,0,0.492753623188406,0.72463768115942,69,946,NA,202,0,1,"2018-12-31",1370,2015,"large"
"3161",38274,"District Wide Planting Project","6","Complete","2/28/12","2/1/13","CE","0","0",339,"Ranger District/Mgt Unit","2013-02-01","2014-03-03","2013-04-27","2014-10-30",262,256,71,0,0.0909090909090909,0.818181818181818,0.0909090909090909,1,11,396,552,85,1,1,"2018-12-31",2159,2013,"medium"
"3162",34841,"Hippo Commercial Thin","6","Complete","1/20/11","8/8/11","CE","0","0",200,"Ranger District/Mgt Unit","2011-07-01","2011-07-01","2011-10-15","2011-10-15",128,128,106,0.5,0.5,0,0,1,2,1,1,106,1,1,"2018-12-31",2740,2011,"small"
"3163",45571,"Western Route Thinning Project.","6","Complete","9/30/14","5/25/17","CE","0","0",968,"Ranger District/Mgt Unit","2017-08-16","2018-09-03","2017-10-06",NA,2045,1997,294,0,0.838235294117647,0,0.161764705882353,0.529411764705882,68,384,NA,51,0,1,"2018-12-31",502,2017,"large"
"3164",38276,"Swamp Creek Commerical Thin","6","Complete","7/22/12","4/3/13","CE","0","0",255,"Ranger District/Mgt Unit","2014-06-01","2016-06-01","2014-11-07","2016-07-29",156,156,108.5,0.25,0.5,0.25,0,1,4,732,631,159,1,1,"2018-12-31",1674,2014,"small"
"3165",27867,"District Wide Precommercial Thinning","6","Complete","10/14/08","3/17/09","CE","0","0",154,"Ranger District/Mgt Unit","2010-05-01","2018-11-01","2010-06-01",NA,9100,9008,84,0,0.616621983914209,0,0.383378016085791,0.823056300268097,373,3107,NA,31,0,1,"2018-12-31",3166,2010,"x-large"
"3166",22134,"Ditch Danger Tree Removal","6","Complete","8/29/07","9/16/08","CE","0","0",384,"Ranger District/Mgt Unit","2008-12-01","2008-12-01","2015-10-14","2015-10-14",3275,3275,2508,1,0,0,0,1,1,1,1,2508,1,1,"2018-12-31",3682,2008,"x-large"
"3167",13134,"School Fire Salvage Recovery Project","6","Complete","10/26/05","8/14/06","EIS","1","0",292,"Ranger District/Mgt Unit","2006-01-05","2014-06-24","2007-04-05",NA,15952.5,15164.5,189,0.344897959183673,0.475510204081633,0.179591836734694,0,0.86734693877551,490,3093,NA,455,0,1,"2018-12-31",4743,2006,"x-large"
"3168",30906,"Wildcat II Fuels Reduction and Vegetation Management Project","6","Complete","12/11/09","7/12/10","EA","1","0",213,"Ranger District/Mgt Unit","2009-06-24","2018-07-31","2009-06-25",NA,11366,11190,258,0.221428571428571,0.671428571428571,0,0.107142857142857,0.903571428571429,280,3325,NA,1,0,1,"2018-12-31",3477,2009,"x-large"
"3169",18534,"Wildcat Fuels and Vegetation Management Project","6","Complete","3/2/07","3/6/09","EA","1","0",735,"Ranger District/Mgt Unit","2011-06-06","2014-04-15","2014-08-18",NA,1570,828,183,0,0.73469387755102,0,0.26530612244898,0.653061224489796,49,1045,NA,1169,0,1,"2018-12-31",2765,2011,"large"
"3170",8575,"Charley Creek Winter Range Prescribed Fire","6","Complete","9/12/05","1/10/06","CE","0","0",120,"Ranger District/Mgt Unit","2007-10-01","2007-10-01","2007-10-23","2007-10-23",1785,1345,22,0,1,0,0,1,1,1,1,22,1,1,"2018-12-31",4109,2007,"large"
"3171",32889,"Flatiron Commercial Thin","6","Complete","7/15/10","8/16/10","CE","0","0",32,"Ranger District/Mgt Unit","2010-06-01","2017-05-02","2010-10-15","2017-05-03",87,80.9,136,0.75,0,0,0.25,1,4,2528,2393,136,1,1,"2018-12-31",3135,2010,"small"
"3172",38195,"Swale Commercial Thin","6","Complete","6/12/12","10/9/12","CE","0","0",119,"Ranger District/Mgt Unit","2012-11-01","2012-11-01","2015-10-10",NA,132,42,1073,0.5,0.5,0,0,0.5,4,1,NA,1073,0,1,"2018-12-31",2251,2012,"small"
"3173",26469,"South George Vegetation  and Fuels Management Project","6","Complete","3/9/09","7/17/12","EIS","1","1",1226,"Ranger District/Mgt Unit","2012-12-12","2018-11-06","2014-10-10",NA,8206.2,8243.2,380,0.389908256880734,0.568807339449541,0.018348623853211,0.0229357798165138,0.275229357798165,218,2156,NA,667,0,1,"2018-12-31",2210,2012,"x-large"
"3174",15041,"Walla Walla 2006 Noncommercial Thinning","6","Complete","4/5/06","6/13/06","CE","0","0",69,"Ranger District/Mgt Unit","2007-08-15","2011-08-15","2007-09-01","2011-08-24",986,986,17,0,0.48780487804878,0,0.51219512195122,1,41,1462,1454,17,1,1,"2018-12-31",4156,2007,"large"
"3175",48325,"Grouse Flat Fire Salvage and Reforestation Project","6","Complete","12/22/15","3/17/16","CE","0","0",86,"Ranger District/Mgt Unit","2016-05-23","2018-03-01","2017-02-06","2018-11-06",755.3,755.3,374,0.588235294117647,0.294117647058824,0.117647058823529,0,1,34,648,639,259,1,1,"2018-12-31",952,2016,"medium"
"3176",34241,"Wenatchee Creek Prescribed Fire","6","Complete","11/17/10","2/22/12","CE","0","0",462,"Ranger District/Mgt Unit","2014-10-01","2014-10-01","2014-12-15","2014-12-15",4300,4300,75,0,1,0,0,1,1,1,1,75,1,1,"2018-12-31",1552,2014,"x-large"
"3177",10156,"Roadside Hazard Tree Salvage","6","Complete","3/28/05","7/1/05","CE","0","0",95,"Ranger District/Mgt Unit","2005-09-23","2007-11-01","2006-07-15","2007-11-15",1633,1633,295,0.75,0.25,0,0,1,4,770,489,295,1,1,"2018-12-31",4847,2005,"large"
"3178",51291,"Godman Thin","6","Complete","3/13/17","7/19/18","CE","0","0",493,"Ranger District/Mgt Unit","2018-09-01","2018-09-01",NA,NA,81,0,NA,0,1,0,0,0,4,1,NA,121,0,0,"2018-12-31",121,2018,"small"
"3179",19534,"School Fire Salvage Recovery Project (Supplemental EIS)","6","Complete","2/26/07","6/11/07","EIS","1","0",105,"Ranger District/Mgt Unit","2010-11-30","2010-11-30","2010-11-30","2010-11-30",7,7,0,0,1,0,0,1,1,1,1,0,1,1,"2018-12-31",2953,2010,"small"
"3180",25533,"Monument Fire Salvage Recovery Project","6","Complete","1/11/08","6/25/08","CE","1","0",166,"Ranger District/Mgt Unit","2008-04-30","2009-04-15","2008-09-22","2009-04-30",278,278,35,0.444444444444444,0,0.555555555555556,0,1,18,351,221,145,1,1,"2018-12-31",3897,2008,"medium"
"3181",19665,"Jasper Salvage Timber Sale","6","Complete","3/8/07","7/20/07","CE","0","0",134,"Ranger District/Mgt Unit","2007-06-29","2014-08-01","2007-09-05",NA,783,783,84,0.34375,0.3125,0.34375,0,0.96875,32,2591,NA,68,0,1,"2018-12-31",4203,2007,"large"
"3182",38277,"Balloon Cabin Landscape Prescribed Fire","6","Complete","4/13/13","9/12/13","CE","0","0",152,"Ranger District/Mgt Unit","2016-04-11","2016-04-11","2016-04-11","2016-04-11",247,247,0,0,1,0,0,1,1,1,1,0,1,1,"2018-12-31",994,2016,"medium"
"3183",37146,"Wilkins Dry Forest Restoration Project","6","Complete","12/6/11","7/23/13","EA","1","0",595,"Ranger District/Mgt Unit","2013-03-01","2018-03-19","2015-06-06",NA,2787,2787,549,0.302083333333333,0.510416666666667,0.0416666666666667,0.145833333333333,0.770833333333333,96,1845,NA,827,0,1,"2018-12-31",2131,2013,"x-large"
"3184",49611,"Collins Butte Fire Restoration Project","6","Complete","1/13/16","7/21/16","CE","0","0",190,"Ranger District/Mgt Unit","2017-03-30","2017-03-30","2017-04-19","2017-04-19",88,88,20,0,0,1,0,1,1,1,1,20,1,1,"2018-12-31",641,2017,"small"
"3185",32894,"Gutherie Prairie Commercial Thin","6","Complete","7/26/10","10/28/10","CE","0","0",94,"Ranger District/Mgt Unit","2010-10-01","2010-10-01","2012-06-01","2012-06-01",128,128,609,0.5,0.5,0,0,1,2,1,1,609,1,1,"2018-12-31",3013,2010,"small"
"3186",19876,"2007 Personal Use Post and Poles","6","Complete","4/1/07","5/7/07","CE","0","0",36,"Ranger District/Mgt Unit","2011-11-08","2011-11-08","2014-09-15","2014-09-15",45,45,1042,0,1,0,0,1,2,1,1,1042,1,1,"2018-12-31",2610,2011,"small"
"3187",36443,"Tallow Salvage Project","6","Complete","7/26/11","9/8/11","CE","0","0",44,"Ranger District/Mgt Unit","2011-06-01","2011-10-01","2011-12-01","2011-12-01",471,471,183,0.333333333333333,0.666666666666667,0,0,1,15,123,1,183,1,1,"2018-12-31",2770,2011,"medium"
"3188",11927,"2005 Non-Commercial Thinning Project","6","Complete","6/1/05","9/13/05","CE","0","0",104,"Ranger District/Mgt Unit","2009-06-04","2009-06-04","2010-09-15","2010-09-15",20,20,468,0,1,0,0,1,1,1,1,468,1,1,"2018-12-31",3497,2009,"small"
"3189",23405,"Otter Fire Salvage Sale CE","6","Complete","11/5/07","7/14/08","CE","1","0",252,"Ranger District/Mgt Unit","2008-07-14","2008-07-14","2012-10-30",NA,349,267,1569,1,0,0,0,0.5,6,1,NA,1569,0,1,"2018-12-31",3822,2008,"medium"
"3190",33833,"South End Thinning and Piling","6","Complete","3/9/11","6/13/11","CE","0","0",96,"Ranger District/Mgt Unit","2011-06-01","2015-10-01","2011-08-31",NA,2341,2165,54.5,0.024390243902439,0.731707317073171,0,0.24390243902439,0.48780487804878,41,1584,NA,91,0,1,"2018-12-31",2770,2011,"large"
"3191",7390,"Sunflower Bacon EA","6","Complete","3/11/05","6/23/06","EA","1","0",469,"Ranger District/Mgt Unit","2013-06-01","2018-04-30","2014-08-10",NA,4874,4787,792,0,0.604166666666667,0,0.395833333333333,0.958333333333333,48,1795,NA,435,0,1,"2018-12-31",2039,2013,"x-large"
"3192",21102,"Loon Fuels Reduction Project","6","Complete","5/25/07","8/1/08","EA","0","0",434,"Ranger District/Mgt Unit","2008-06-15","2013-10-01","2010-09-01",NA,2776,2776,808,0.430769230769231,0.523076923076923,0.0461538461538462,0,0.907692307692308,65,1935,NA,808,0,1,"2018-12-31",3851,2008,"x-large"
"3193",23369,"Cobbler Timber Sale and Fuel Reduction Project","6","Cancelled","2/22/08","5/18/09","EA","1","0",451,"Ranger District/Mgt Unit","2014-07-01","2018-05-01","2015-11-18",NA,2216,2165,116,0,0.505494505494505,0,0.494505494505495,0.89010989010989,91,1401,NA,505,0,1,"2018-12-31",1644,2014,"large"
"3194",36816,"Cooper Commercial Thin","6","Complete","8/17/11","9/1/11","CE","0","0",15,"Ranger District/Mgt Unit","2011-09-19","2017-06-14","2012-01-31",NA,427,366,98,0.142857142857143,0.714285714285714,0,0.142857142857143,0.857142857142857,7,2096,NA,134,0,1,"2018-12-31",2660,2011,"medium"
"3195",40712,"Kahler Dry Forest Restoration","6","Complete","3/11/13","6/23/16","EIS","0","0",1200,"Ranger District/Mgt Unit","2016-08-31","2018-09-15","2016-08-31",NA,15233.4,15182.4,124,0.416666666666667,0.50297619047619,0,0.0803571428571429,0.241071428571429,336,746,NA,0,0,1,"2018-12-31",852,2016,"x-large"
"3196",15386,"Skull Timber Sale","6","Complete","8/24/06","6/15/07","CE","1","0",295,"Ranger District/Mgt Unit","2007-06-15","2010-07-15","2008-11-24","2011-10-28",210,210,470,0.333333333333333,0.666666666666667,0,0,1,3,1127,1069,528,1,1,"2018-12-31",4217,2007,"medium"
"3197",45104,"Upper Cow Creek Hazardous Fuels Project","6","Complete","4/13/13","8/18/14","CE","0","0",492,"Ranger District/Mgt Unit","2014-08-14","2014-08-14",NA,NA,800,800,NA,0,1,0,0,0,2,1,NA,1600,0,0,"2018-12-31",1600,2014,"large"
"3198",11108,"Wapiti Timber Sale","6","Complete","3/15/05","3/28/06","EA","0","0",378,"Ranger District/Mgt Unit","2006-03-28","2015-02-25","2007-08-07",NA,3584.6,3578.6,598,0.433333333333333,0.4125,0.0541666666666667,0.1,0.995833333333333,240,3257,NA,497,0,1,"2018-12-31",4661,2006,"x-large"
"3199",31206,"Oak Flats Restoration Project","6","Complete","5/10/10","5/3/12","EA","0","0",724,"Ranger District/Mgt Unit","2012-05-03","2012-05-03",NA,NA,259.6,259.6,NA,0.5,0.5,0,0,0,20,1,NA,2433,0,0,"2018-12-31",2433,2012,"medium"
"3200",14134,"Drew Vegetation Management","6","Complete","5/31/06","2/28/07","EA","0","0",273,"Ranger District/Mgt Unit","2007-02-28","2018-02-01","2007-05-16",NA,1074,955.7,703,0.220588235294118,0.676470588235294,0.0294117647058824,0.0735294117647059,0.838235294117647,68,3992,NA,77,0,1,"2018-12-31",4324,2007,"large"
"3201",8474,"Medicine Creek Rock Art","6","Complete","1/1/05","12/6/05","CE","0","0",339,"Ranger District/Mgt Unit","2006-11-16","2014-10-01","2006-11-17",NA,15,14,9,0,1,0,0,0.888888888888889,9,2877,NA,1,0,1,"2018-12-31",4428,2006,"small"
"3202",44128,"Lemon Butte Project Environmental Assessment","6","Complete","1/21/14","6/23/16","EA","0","0",884,"Ranger District/Mgt Unit","2014-01-06","2015-01-06",NA,NA,2547,6,NA,0.0208333333333333,0.979166666666667,0,0,0,48,366,NA,1820,0,0,"2018-12-31",1820,2014,"large"
"3203",37626,"Parker Wyatt Timber Sale","6","Complete","5/8/12","3/12/13","EA","0","0",308,"Ranger District/Mgt Unit","2013-03-26","2013-05-23","2015-10-02",NA,504,350.5,1065,0,1,0,0,0.758620689655172,29,59,NA,920,0,1,"2018-12-31",2106,2013,"medium"
"3204",29005,"Upper Cavitt Timber Sale","6","Complete","10/5/09","5/7/10","EA","0","0",214,"Ranger District/Mgt Unit","2010-05-07","2016-05-23","2011-09-29",NA,2323,2314,1293,0.44,0.473333333333333,0.0533333333333333,0.0333333333333333,0.906666666666667,150,2209,NA,510,0,1,"2018-12-31",3160,2010,"large"
"3205",13070,"Creampuff Thinning Timber Sale","6","Complete","10/15/05","9/14/06","CE","0","0",334,"Ranger District/Mgt Unit","2006-09-14","2009-10-31","2008-12-02",NA,204.3,204.3,810,0.272727272727273,0.636363636363636,0,0.0909090909090909,0.727272727272727,11,1144,NA,810,0,1,"2018-12-31",4491,2006,"medium"
"3206",36358,"Beaver Timber Sale Project","6","Complete","9/13/11","4/3/12","EA","1","0",203,"Ranger District/Mgt Unit","2012-04-03","2015-03-10","2013-09-12",NA,2069.6,1916.5,854,0.442307692307692,0.519230769230769,0.0384615384615385,0,0.653846153846154,52,1072,NA,527,0,1,"2018-12-31",2463,2012,"large"
"3207",17432,"Tugboat LSR Thinning Project","6","Complete","10/16/06","6/1/07","EA","0","0",228,"Ranger District/Mgt Unit","2006-06-01","2018-04-15","2007-11-01",NA,6732.1,6715.7,425,0.233560090702948,0.614512471655329,0.0317460317460317,0.120181405895692,0.852607709750567,441,4337,NA,518,0,1,"2018-12-31",4596,2006,"x-large"
"3208",53391,"Big Camas Roadside Thinning CE","6","Complete","2/20/18","5/2/18","CE","0","0",71,"Ranger District/Mgt Unit","2017-07-02","2017-07-02",NA,NA,32,0,NA,0,1,0,0,0,1,1,NA,547,0,0,"2018-12-31",547,2017,"small"
"3209",43558,"Tiller Whiskey Complex Fire Salvage Project","6","Complete","1/16/14","8/5/14","EA","0","0",201,"National Forest/Grassland","2013-01-01","2018-10-15","2014-12-30",NA,1396.9,239.5,1052,0.431034482758621,0.568965517241379,0,0,0.879310344827586,58,2114,NA,728,0,1,"2018-12-31",2190,2013,"large"
"3210",10118,"Boulder Creek (and Annex) Campground","6","Complete","12/22/05","7/26/06","CE","0","0",216,"Ranger District/Mgt Unit","2006-10-11","2008-10-30","2007-02-10",NA,23.4,13.4,224,0.2,0.8,0,0,0.6,5,751,NA,122,0,1,"2018-12-31",4464,2006,"small"
"3211",10875,"Lower Steamboat (Lobo) LSR Density Management EA","6","Complete","5/1/05","9/6/06","EA","0","0",493,"Ranger District/Mgt Unit","2006-09-06","2018-04-16","2007-09-27",NA,2337.6,2237.5,2280,0.354330708661417,0.543307086614173,0.015748031496063,0.0866141732283465,0.968503937007874,127,4241,NA,386,0,1,"2018-12-31",4499,2006,"large"
"3212",9179,"Wildlife Habitat Restoration and Enhancement Projects-FY 2005","6","Complete","1/1/05","10/4/06","CE","0","0",641,"Ranger District/Mgt Unit","2007-07-30","2008-10-21","2007-09-30",NA,415.2,415.2,0,0,1,0,0,0.351351351351351,37,450,NA,62,0,1,"2018-12-31",4172,2007,"medium"
"3213",24265,"Tallow Salvage Sale","6","Complete","6/13/08","10/30/08","CE","0","0",139,"Ranger District/Mgt Unit","2006-07-07","2012-02-09","2009-05-18","2012-02-09",442.8,442.8,1056,0.482758620689655,0.482758620689655,0.0344827586206897,0,1,116,2044,998,1046,1,1,"2018-12-31",4560,2006,"medium"
"3214",39514,"Lonely Oak","6","Complete","9/15/10","2/29/16","EA","0","0",1993,"Ranger District/Mgt Unit","2016-02-26","2016-02-29",NA,NA,142,142,NA,0.5,0.5,0,0,0,10,4,NA,1039,0,0,"2018-12-31",1039,2016,"small"
"3215",18812,"Curran Junetta Timber Sale","6","Complete","1/8/07","7/27/07","EA","0","0",200,"Ranger District/Mgt Unit","2007-06-01","2014-03-25","2010-07-19",NA,2193.2,2193.2,1881,0.469387755102041,0.479591836734694,0.0510204081632653,0,0.918367346938776,98,2490,NA,1144,0,1,"2018-12-31",4231,2007,"large"
"3216",36362,"Johnnie Forest Management Project","6","Complete","6/17/11","5/6/13","EA","0","0",689,"Ranger District/Mgt Unit","2013-05-21","2013-05-21","2013-09-11","2015-08-30",219.1,219.1,478,0,1,0,0,1,11,1,719,113,1,1,"2018-12-31",2050,2013,"medium"
"3217",52727,"Stouts Creek Fire Reforestation Project","6","Complete","11/3/17","12/13/17","CE","0","0",40,"Ranger District/Mgt Unit","2018-04-16","2018-04-16","2018-04-16","2018-04-16",2950,2950,0,0,0,1,0,1,1,1,1,0,1,1,"2018-12-31",259,2018,"x-large"
"3218",21106,"Curtis Timber Sale Project","6","Complete","10/15/07","9/3/08","EA","0","0",324,"Ranger District/Mgt Unit","2008-09-03","2018-09-28","2008-09-03",NA,2925.5,2768.5,1077,0.38961038961039,0.61038961038961,0,0,0.701298701298701,154,3678,NA,0,0,1,"2018-12-31",3771,2008,"x-large"
"3219",31996,"Lemolo Pine Health Maintenance Underburn 2010","6","Complete","6/1/10","12/16/10","CE","0","0",198,"Ranger District/Mgt Unit","2015-03-01","2015-03-01","2015-06-12","2015-06-12",90,90,103,0,0.5,0,0.5,1,2,1,1,103,1,1,"2018-12-31",1401,2015,"small"
"3220",17424,"Winter Snowparks","6","Complete","10/1/06","1/17/08","CE","0","0",473,"Ranger District/Mgt Unit","2008-01-01","2008-01-01","2011-10-17","2011-10-17",1,1,1385,0,1,0,0,1,1,1,1,1385,1,1,"2018-12-31",4017,2008,"small"
"3221",33861,"Little River Timber Sale","6","Complete","10/22/10","4/7/11","EA","0","0",167,"Ranger District/Mgt Unit","2011-04-07","2011-06-08","2012-03-20","2018-03-03",2195.4,2195.4,932,0.5,0.5,0,0,1,172,63,2175,348,1,1,"2018-12-31",2825,2011,"large"
"3222",32743,"Rail 2 Timber Sale and Prather Creek Bridge Replacement","6","Complete","8/11/10","4/20/11","EA","1","0",252,"Ranger District/Mgt Unit","2011-04-20","2016-05-23","2012-10-05",NA,3621.6,3613.6,1231,0.485549132947977,0.491329479768786,0.023121387283237,0,0.421965317919075,173,1861,NA,534,0,1,"2018-12-31",2812,2011,"x-large"
"3223",27353,"Holland Moonsalt Thin Timber Sale","6","Complete","1/20/09","7/17/09","EA","0","0",178,"Ranger District/Mgt Unit","2007-06-23","2012-08-30","2010-10-10","2018-03-03",1797.4,1797.4,1516,0.422018348623853,0.458715596330275,0,0.119266055045872,1,109,1896,2702,1205,1,1,"2018-12-31",4209,2007,"large"
"3224",12909,"Red Mountain Area Fuel Break Project","6","Complete","6/15/05","5/1/06","CE","0","0",320,"Ranger District/Mgt Unit","2006-05-01","2018-12-16","2008-08-20",NA,2961.3,2088.7,4324,0.180327868852459,0.819672131147541,0,0,0.245901639344262,61,4613,NA,842,0,1,"2018-12-31",4627,2006,"x-large"
"3225",24205,"Kincaid's Lupine Habitat Restoration Project","6","Complete","4/14/08","9/3/08","CE","0","0",142,"Ranger District/Mgt Unit","2008-06-28","2008-09-03","2009-09-21",NA,41.5,41.5,383,0.166666666666667,0.833333333333333,0,0,0.833333333333333,6,68,NA,450,0,1,"2018-12-31",3838,2008,"small"
"3226",31199,"North Umpqua Zone Precommercial Thinning/Fuels Treatment  2010","6","Complete","6/22/10","10/29/10","CE","0","0",129,"Ranger District/Mgt Unit","2012-07-31","2014-07-24","2012-07-31","2014-07-24",1572,1586,0,0,0.507246376811594,0,0.492753623188406,1,69,724,724,0,1,1,"2018-12-31",2344,2012,"large"
"3227",30837,"Williams Creek Fire Salvage","6","Complete","4/7/10","6/29/10","CE","0","0",83,"Ranger District/Mgt Unit","2010-03-01","2014-04-07","2010-03-02","2014-04-07",240.2,240.2,140,0.346938775510204,0.346938775510204,0.306122448979592,0,1,49,1499,1498,1,1,1,"2018-12-31",3227,2010,"medium"
"3228",8622,"Kelsay Fire Reforestation","6","Complete","1/1/05","8/16/05","CE","0","0",227,"Ranger District/Mgt Unit","2006-09-01","2006-09-30","2006-09-20","2006-09-30",243,243,0,0,0,1,0,1,17,30,11,19,1,1,"2018-12-31",4504,2006,"medium"
